name,url,ingredients,rating,rating_count,image_url
Peanut Butter Banana Oatmeal Raisin,https://www.allrecipes.com/recipe/15227/peanut-butter-banana-oatmeal-raisin/,"1  banana, peeled and mashed ; 1 cup peanut butter ; ½ cup white sugar ; ½ cup packed brown sugar ; 2  egg whites ; 2 cups whole wheat flour ; 1 teaspoon baking soda ; 1 cup rolled oats ; 1 cup raisins",4.06,137,https://www.allrecipes.com/thmb/GgquGX-fAOodAdHVUm4gPUoNXCk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2672649-6188bbaa52b34ddf9c9427c348a77849.jpg
Killer Cheesecake,https://www.allrecipes.com/recipe/47741/killer-cheesecake/,"1 individual package graham crackers, crushed ; 2 tablespoons white sugar ; ½ cup butter, softened ; 1 ½ teaspoons ground cinnamon ; 3 (8 ounce) packages cream cheese, softened ; 1 cup white sugar ; 3  eggs ; 1 ½ teaspoons vanilla extract ; 1 (16 ounce) container sour cream ; 3 teaspoons white sugar ; 1 teaspoon vanilla extract",4.62,137,https://www.allrecipes.com/thmb/aj-F8S6kuW5N-ZRG_i3c8Yqn0Ao=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/15146-9e6a0e29f801462091815d9db223f407.jpg
Steak and Rice,https://www.allrecipes.com/recipe/14632/steak-and-rice/,1 ½ pounds round steak ; 2 tablespoons vegetable oil ; 1  green bell pepper ; 1 (29 ounce) can diced tomatoes ; 4 tablespoons cornstarch ; 1 cube beef bouillon cube ; ¼ cup soy sauce ; ½ teaspoon garlic powder ; ½ teaspoon ground black pepper ; ½ teaspoon ground ginger ; 2 cups water ; 1 cup white rice ; 2 cups water,4.34,137,https://www.allrecipes.com/thmb/rxFT5ghfoBL-I7QN6p7VNydAnlk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8563981-1dae2a8d75ef4962afb8b616976d1fdf.jpg
Easy No Bake Cookies,https://www.allrecipes.com/recipe/10992/easy-no-bake-cookies/,2 cups white sugar ; ¾ cup butter ; ⅔ cup milk ; 1 (3.9 ounce) package instant chocolate pudding mix ; 3 ½ cups quick cooking oats ; ½ teaspoon vanilla extract,4.01,137,https://www.allrecipes.com/thmb/R3iU8J8l0zc9B_FNintPclYpWdk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/14903-29da3b515fb84f81afd27e2ad1315f40.jpg
Pumpkin Squares,https://www.allrecipes.com/recipe/15236/pumpkin-squares/,4  eggs ; 1 cup vegetable oil ; 2 cups white sugar ; 1 (15 ounce) can solid pack pumpkin puree ; 2 cups all-purpose flour ; 2 teaspoons ground cinnamon ; ½ teaspoon ground cloves ; ½ teaspoon ground ginger ; ½ teaspoon ground nutmeg ; 1 teaspoon baking soda ; 2 teaspoons baking powder ; ½ teaspoon salt,4.68,137,https://www.allrecipes.com/thmb/ZbmrTKV3tTrhqplib5_W-0RmyPA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4560243-pumpkin-squares-Buckwheat-Queen-4x3-1-b0bd2f025a7342d1a8c0936e70633e67.jpg
Cajun Spice Seasoning Mix in a Jar,https://www.allrecipes.com/recipe/9344/cajun-spice-seasoning-mix-in-a-jar/,¾ cup salt ; ¼ cup ground cayenne pepper ; 2 tablespoons ground white pepper ; 2 tablespoons ground black pepper ; 2 tablespoons paprika ; 2 tablespoons onion powder ; 2 tablespoons garlic powder,4.31,137,https://www.allrecipes.com/thmb/HjJRplkXNqU0PBazaPv4fvI7VBY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1110306-9e3116806f46490faa0b1536f5479003.jpg
Harvey Ham Sandwiches,https://www.allrecipes.com/recipe/80986/harvey-ham-sandwiches/,"1 (6 pound) bone-in ham  ; 1 (8 ounce) jar yellow mustard ; 1 pound brown sugar ; 24  dinner rolls, split",4.46,137,https://www.allrecipes.com/thmb/ay70uA27U8XE0bE5x9zaS_-ze4g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/625743-harvey-ham-sandwiches-jkvalley-4x3-1-c721f65510a7495bbc86a8521847a4ce.jpg
Miracle Soup,https://www.allrecipes.com/recipe/23624/miracle-soup/,"1 tablespoon olive oil ; ¼ cup chopped fresh ginger root ; ¼ cup chopped garlic ; 2 (32 ounce) packages fat-free chicken broth ; ½ cup cornstarch ; 1 (6 ounce) can mushrooms, drained ; 1 (8 ounce) can bamboo shoots, drained ; ½ cup soy sauce ; ¼ cup rice wine vinegar ; 1 tablespoon fructose (fruit sugar) ; 1 teaspoon crushed red pepper ; 2 (16 ounce) packages frozen mixed stir-fry vegetables ; 1 pound frozen, peeled and deveined shrimp ; ¼ cup chopped fresh cilantro ; 1 (10 ounce) package frozen chopped spinach, thawed and drained",4.39,137,https://www.allrecipes.com/thmb/FPTSmlY-ED6aYyRueiFfO9xkooo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/500650-7ec0e96ef67b4657972422f3b3c6c576.jpg
Macaroni and Cheese Southern Style,https://www.allrecipes.com/recipe/230285/macaroni-and-cheese-southern-style/,"1 (7.25 ounce) package macaroni and cheese mix  ; 1 ¼ cups evaporated milk ; 2  eggs ;   salt and ground black pepper to taste ; 8 ounces thinly sliced Cheddar cheese, divided ; ½ cup butter, diced - divided",4.46,136,https://www.allrecipes.com/thmb/uc-_RSojbKDVQ0yoIG2mle__zrg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5052124-15daa86c1a3f401388bae053349c3ce1.jpg
Good Dog Cookies,https://www.allrecipes.com/recipe/15934/good-dog-cookies/,"2 ½ cups whole wheat flour ; ¾ cup nonfat dry milk powder ; 1  egg, beaten ; ½ cup vegetable oil ; 2 cubes beef bouillon cube ; ¾ cup boiling water ; 2 tablespoons brown sugar",4.66,136,https://www.allrecipes.com/thmb/IgkopDTOMD6k5Is_WRxCXuL3iUk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/25462-0033b5c3a5fc4d278a42ea960a0abe1a.jpg
Wasabi Mayo Salmon,https://www.allrecipes.com/recipe/52824/wasabi-mayo-salmon/,"1 (3 pound) salmon fillet ; 1 cup mayonnaise ; 1 tablespoon wasabi powder ; 1 (8 ounce) bag Yukon gold potato chips, crushed",4.26,136,https://www.allrecipes.com/thmb/fDdDYDMfoc_0IwC8520ve2h8I2A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/52824wasabi-mayo-salmonfruitdog4x3-52dd9567dc6e4597a4bafbf97fe56750.jpg
Orange Roughy with Citrus Sauce,https://www.allrecipes.com/recipe/12859/orange-roughy-with-citrus-sauce/,1 pound orange roughy fillets ; ½ cup milk ; ¼ teaspoon salt ; ⅓ cup all-purpose flour ; 1 ½ tablespoons olive oil ; 1 tablespoon minced garlic ; 3 tablespoons fresh lime juice ; 2 tablespoons lemon juice ; 1 tablespoon orange juice ; 1 tablespoon chopped fresh parsley ; 2 tablespoons thinly sliced green onion ; 1 tablespoon butter,4.42,136,https://www.allrecipes.com/thmb/AYGjkxiZblz4nK5agxf2FI5xQNA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/257631-c180420ad5e74b40a2777ed751ed4212.jpg
Taco Soup III,https://www.allrecipes.com/recipe/13227/taco-soup-iii/,"1 ½ pounds lean ground beef ; 1  onion, chopped ; 2 (10 ounce) cans diced tomatoes with green chile peppers ; 1 (15 ounce) can kidney beans, drained ; 1 (15 ounce) can white hominy, drained ; 1 (1.25 ounce) package taco seasoning mix ; 1 (1 ounce) package ranch dressing mix ; ¼ cup shredded Cheddar cheese  (Optional); ¼ cup sour cream  (Optional); 1 ½ cups water",4.72,136,https://www.allrecipes.com/thmb/9wPsq34guClowQnPF8VlswmOMSY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/13227taco-soup-iiisouplovingnicole4x3-b6010bc3d15b4f0c8bc5c70e431c3fef.jpg
Old-World Cabbage Soup,https://www.allrecipes.com/recipe/13100/old-world-cabbage-soup/,"½ medium head cabbage, chopped ; 4 large carrots, cubed ; 1  sweet onion, minced ; 4 stalks celery, cubed ; ¾ cup ketchup ; 1 ½ cups tomato-vegetable juice cocktail ; 3 cups vegetable broth ; 1 (14.5 ounce) can chicken broth ; 1 (14.5 ounce) can peeled and diced tomatoes",4.5,136,https://www.allrecipes.com/thmb/xXIl9jtRjDuOU8JoW8WicdzHFfk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/13100old-world-cabbage-souplutzflcat4x3-42208adaa3b64391bb959a2de1de68a1.jpg
Greek Avgolemono Chicken Soup,https://www.allrecipes.com/recipe/152227/greek-avgolemono-chicken-soup/,"1 (3 pound) whole chicken ; ½ cup uncooked white rice ;   salt and freshly ground black pepper to taste ; 3  egg, beaten ; 2  lemons, juiced",4.63,136,https://www.allrecipes.com/thmb/ArUGHAjkhOayVYp3a-V_9pDrbZU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/152227-greek-avgolemono-chicken-soup-Allrecipes-1x1-1-bc6164d50c1f4fef9165531bbedc8f0f.jpg
Party Italian Wedding Soup,https://www.allrecipes.com/recipe/16745/party-italian-wedding-soup/,"1 (48 fluid ounce) can chicken broth ; 1 (10 ounce) package frozen chopped spinach, thawed and drained ; 2  onions, chopped ; 2 cups chopped carrot ; 2 stalks celery, chopped ; 1 pound ground beef ; 1 cup dry bread crumbs ; 1  egg ; 1 pound skinless, boneless chicken breast halves - cut into chunks ; 3 ounces dry pasta ;   salt and pepper to taste",4.6,136,https://www.allrecipes.com/thmb/CQMUTahyUFBA4aFHkp4_TbqD2vY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7091-27a0e6b1f1da4b5695f2726fc2323106.jpg
Almond Cupcake with Salted Caramel Buttercream Frosting,https://www.allrecipes.com/recipe/218217/almond-cupcake-with-salted-caramel-buttercream-frosting/,"1 ½ cups all-purpose flour ; 1 ¾ teaspoons baking powder ; 1 cup white sugar ; ½ cup margarine, softened ; 2  eggs ; 1 teaspoon vanilla extract ; 1 teaspoon almond extract ; ¾ cup whole milk ; ½ cup brown sugar ; ½ cup margarine ; 2 tablespoons light corn syrup ; 1 tablespoon vanilla extract ; ½ cup heavy cream, or as needed ; 1 pinch salt ; ¾ cup salted butter, softened ; 2 cups confectioners' sugar, sifted",4.47,136,https://www.allrecipes.com/thmb/CaH1g_1HiLt1GwFUIieIc4T8N6M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9131109-b6e0cfa37f5e4a3ba4adc0b7fb98d5c0.jpg
Pat's Award Winning Carrot Cake,https://www.allrecipes.com/recipe/25002/pats-award-winning-carrot-cake/,2 cups all-purpose flour ; 2 teaspoons baking soda ; 3 teaspoons ground cinnamon ; 1 ½ teaspoons salt ; 1 ½ cups vegetable oil ; 2 cups white sugar ; 4  eggs ; 2 teaspoons vanilla extract ; 1 cup chopped pecans ; 3 (4 ounce) jars carrot baby food ; ½ cup grated carrot ; 1 cup flaked coconut,4.69,136,https://www.allrecipes.com/thmb/r1fnTOM3Gev3AMUXhikHlPmv4Eo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/59193-85d63ff9616d4f10baf5b46f430c56b6.jpg
Cream Cheese Pound Cake II,https://www.allrecipes.com/recipe/7597/cream-cheese-pound-cake-ii/,"1 (8 ounce) package cream cheese ; 1 ¼ cups butter, softened ; 3 ½ cups white sugar ; 7  egg yolks ; 2 teaspoons butter flavored extract ; 2 ⅔ cups all-purpose flour ; ¼ teaspoon salt ; ¼ teaspoon baking powder ; 7  egg whites",4.65,136,https://www.allrecipes.com/thmb/xXfIVOsZNqcOA2JSqqNghblKd9Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6440904-49ef388a87224a16a75664f8575d6a4b.jpg
Chow Mein with Chicken and Vegetables,https://www.allrecipes.com/recipe/231308/chow-mein-with-chicken-and-vegetables/,"2 teaspoons soy sauce ; 1 teaspoon cornstarch ; ¼ teaspoon sesame oil ; ½ pound skinless, boneless chicken breast halves, cut into strips ; ¾ cup chicken broth ; 2 tablespoons oyster sauce ; ¾ teaspoon white sugar ; ½ pound chow mein noodles ; 1 tablespoon vegetable oil ; 1 teaspoon minced garlic ; 2 heads   bok choy, chopped ; ½  zucchini, diced ; 10  sugar snap peas ; 1  carrot, cut into thin strips ; 2 tablespoons chopped green onion",4.51,136,https://www.allrecipes.com/thmb/g7Q5fwMi1Ty4SCQpiqDMRhGirZE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7268609-295faf701f57482c87257b13bf2f1641.jpg
White Chocolate Amaretto Cake,https://www.allrecipes.com/recipe/8492/white-chocolate-amaretto-cake/,1 (18.25 ounce) package yellow cake mix ; 4  eggs ; 1 (3.3 ounce) package instant white chocolate pudding mix ; ½ cup cold water ; ½ cup vegetable oil ; ½ cup amaretto liqueur ; ¼ teaspoon almond extract ; ½ cup butter ; ¼ cup water ; 1 cup white sugar ; ½ cup amaretto liqueur ; 1 (16 ounce) package vanilla frosting ; ¼ cup blanched slivered almonds,4.62,136,https://www.allrecipes.com/thmb/kuOSgi9XvVISCp-kHUoAlEKGtws=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/347274-dc3fa00cc2404000b70aacd2523d6262.jpg
Marshmallow Buttercream Frosting,https://www.allrecipes.com/recipe/222815/marshmallow-buttercream-frosting/,"2 cups butter, softened ; 2 ½ cups confectioners' sugar ; 1 teaspoon almond extract ; 1 (13 ounce) jar marshmallow creme",4.38,136,https://www.allrecipes.com/thmb/VsFdm3q3JcjtgGajqaLcXuaqMo4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/872252-de2bd0522bd14f3998c36da0276f9e00.jpg
Willard Family German Chocolate Cake,https://www.allrecipes.com/recipe/219065/willard-family-german-chocolate-cake/,"1 (4 ounce) package sweet baking chocolate (such as Baker's German's Sweet Chocolate®) - broken into pieces ; ½ cup boiling water ; 1 cup margarine, softened ; 2 cups white sugar ; 4  eggs, separated ; 1 teaspoon vanilla extract ; 2 ½ cups sifted all purpose flour ; 1 teaspoon baking soda ; ½ teaspoon salt ; 1 cup buttermilk ; 1 cup evaporated milk ; 1 cup white sugar ; 3  egg yolks ; ¼ cup margarine ; 1 teaspoon vanilla extract ; 1 ⅓ cups sweetened flake coconut ; 1 cup chopped pecans",4.75,136,https://www.allrecipes.com/thmb/gu3EQEmVzx-GgKlbwyv-QMifJlA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4522230-willard-family-german-chocolate-cake-Rhonda-W.-Scott-4x3-1-2d431f87fded45f39a3b1952be9cb044.jpg
Faye's Pulled Barbecue Pork,https://www.allrecipes.com/recipe/14731/fayes-pulled-barbecue-pork/,"6 pounds Boston butt roast ; 4 cloves garlic, minced ; 2 teaspoons seasoning salt ; 2 teaspoons ground black pepper ; ⅛ tablespoon cayenne pepper ; 1  onion, chopped ; 3 cups barbecue sauce",4.68,136,https://www.allrecipes.com/thmb/vrFAnFMbFRHPPo1vVsuvTmDhZJQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/140558-205590697af046f98e7306be489d8e76.jpg
Cannoli,https://www.allrecipes.com/recipe/88849/cannoli/,"3 cups all-purpose flour ; ¼ cup white sugar ; ¼ teaspoon ground cinnamon ; 3 tablespoons shortening ; 1  egg ; 1  egg yolk ; ½ cup sweet Marsala wine ; 1 tablespoon distilled white vinegar ; 2 tablespoons water ; 1  egg white ; 1 quart oil for frying, or as needed ; 1 (32 ounce) container ricotta cheese ; ½ cup confectioners' sugar ; 1 teaspoon lemon zest, or to taste ; 4 ounces semisweet chocolate, chopped  (Optional)",4.35,136,https://www.allrecipes.com/thmb/IRSy4zc8txXUuyNj5ZsjpcfGgqU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/865595-d85fdfc30af84ae69e92f161414d1a84.jpg
Apple Banana Smoothie,https://www.allrecipes.com/recipe/20610/apple-banana-smoothie/,"1  frozen bananas, peeled and chopped ; ½ cup orange juice ; 1  Gala apple, peeled, cored and chopped ; ¼ cup milk",4.06,136,https://www.allrecipes.com/thmb/MAIoWT979LQHzjevGA6AHMQaSEc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/RM-20610-apple-banana-smoothie-ddmfs-step4-3x4-13278-f8660e64c8704d06b02e8215bf9afeb9.jpg
"Easy, No-Bake Nutella® Pie",https://www.allrecipes.com/recipe/230265/easy-no-bake-nutella-pie/,"1 (13 ounce) jar chocolate-hazelnut spread (such as Nutella®), divided ; 1 (9 inch) prepared graham cracker crust ; 1 (8 ounce) package cream cheese, softened ; 1 (8 ounce) container frozen whipped topping, thawed",4.79,136,https://www.allrecipes.com/thmb/3riD5Hbu8eUBYfwiKihlVefrL6U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1110462-440bbff1f65540c5918b72393df73c52.jpg
Powdered Sugar Cookies I,https://www.allrecipes.com/recipe/10364/powdered-sugar-cookies-i/,1 cup confectioners' sugar ; 1 cup white sugar ; 1 cup butter ; 1 cup vegetable oil ; 1 pinch salt ; 2  eggs ; 1 teaspoon baking soda ; 1 teaspoon cream of tartar ; 1 teaspoon vanilla extract ; 4 cups all-purpose flour,4.46,136,https://www.allrecipes.com/thmb/CL5VBEl1CA6YNYAYYzVvSDndU9E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7453438-570843f80b2c49759a0e8d7e782cef32.jpg
Haddock Au Gratin,https://www.allrecipes.com/recipe/20100/haddock-au-gratin/,2 pounds haddock fillets ; 1 teaspoon salt ; ⅛ teaspoon ground black pepper ; 3 tablespoons butter ; ¼ cup minced onion ; 3 tablespoons all-purpose flour ; 1 teaspoon ground dry mustard ; ½ teaspoon salt ; ⅔ cup heavy cream ; ⅔ cup half-and-half cream ; ½ cup shredded sharp Cheddar cheese ; ½ cup shredded Monterey Jack cheese ; ¼ teaspoon paprika,4.63,136,https://www.allrecipes.com/thmb/FH_vnvEKkzqlO5XBrtHQ9fgXf8k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7970345-7aa12d08d589467ab2a02ec0a8c7fe11.jpg
Chicken Paprikash I,https://www.allrecipes.com/recipe/8679/chicken-paprikash-i/,"1 (2 to 3 pound) whole chicken, cut into pieces ; 2 tablespoons olive oil ;   salt and pepper to taste ; 1 cup chopped onion ; 1 tablespoon paprika ; ¼ cup white wine ; ¼ cup chicken broth ; ½ cup sour cream",4.29,136,https://www.allrecipes.com/thmb/pcYBozk_6My8e4nNTD3441pSIGk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/474848-48ddc952df9147a5907896ab2f25d5c5.jpg
Bacon Wrapped Bratwurst,https://www.allrecipes.com/recipe/160724/bacon-wrapped-bratwurst/,"4  bratwurst ; 3 (12 ounce) cans light beer ; 5 tablespoons brown sugar ; 1 teaspoon cayenne pepper ; 6 slices bacon, cut in half",4.62,135,https://www.allrecipes.com/thmb/OAUH1B9FsUPfZzQviORAjmIIPOE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4468457-18777a5af150436a9a00d2e0287fd4d9.jpg
Soda Cracker Candy,https://www.allrecipes.com/recipe/22787/soda-cracker-candy/,1 (10 ounce) package saltine crackers ; 1 ½ cups butter ; 1 ½ cups packed brown sugar ; 2 (12 ounce) packages semisweet chocolate chips ; 2 cups chopped almonds,4.59,135,https://www.allrecipes.com/thmb/3N6Wj_9QUBb6GMKHVL2-PgK-QBg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/540367-7379fc1247434a44ac7fdcee9c4ec8ab.jpg
Charbroiled Salmon,https://www.allrecipes.com/recipe/12710/charbroiled-salmon/,"1 cup soy sauce ; 2 tablespoons red wine ; ½ teaspoon ground ginger ; ½ teaspoon ground black pepper ; 2 pounds salmon steaks ; 4 sprigs fresh parsley, for garnish ; 4 slices  lemon, for garnish",4.39,135,https://www.allrecipes.com/thmb/y17LXknkyxwym_k6ei3HQkZH98E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7557276-d327f8763bc64c60bf6a15cb1a910f38.jpg
Apricot Chicken with Balsamic Vinegar,https://www.allrecipes.com/recipe/166101/apricot-chicken-with-balsamic-vinegar/,"2 tablespoons extra-virgin olive oil ; 2 pounds chicken breast tenderloins, cut into bite-size pieces ;   salt and pepper to taste ; 1 large onion, chopped  (Optional); ¼ cup balsamic vinegar, or to taste ; 20  dried apricots ; 1 cup chicken stock ; 1 cup apricot preserves ; 1 tablespoon chopped fresh thyme ; 3 tablespoons chopped fresh flat-leaf parsley  (Optional)",4.1,135,https://www.allrecipes.com/thmb/bwtuTMCyhThso_J84-hxmK-3kZI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/586409-ec7d6bdfd20740d486b97dec1ae785dc.jpg
Trout Amandine,https://www.allrecipes.com/recipe/12797/trout-amandine/,"2 whole (10 ounce) trout, pan-dressed ;   salt and pepper to taste ; ¼ cup all-purpose flour ; 4 tablespoons butter ; ½ cup blanched slivered almonds ; 2 tablespoons lemon juice ; 1 tablespoon chopped fresh parsley, for garnish ; 8 slices  lemon, for garnish",4.64,135,https://www.allrecipes.com/thmb/fGhOlFyECGwEcA49AJ-cFVBlNf0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9344420-6792cc940a514faa93f843c96f879ed4.jpg
Rich and Creamy Roasted Eggplant Soup,https://www.allrecipes.com/recipe/25692/rich-and-creamy-roasted-eggplant-soup/,"3  tomatoes, halved ; 1  eggplant, halved lengthwise ; 1 small onion, halved ; 6 cloves garlic, peeled ; 2 tablespoons vegetable oil ; 1 tablespoon chopped fresh thyme ; 4 cups chicken broth ; 1 cup heavy cream ; 3 ½ ounces crumbled goat cheese ;   salt and pepper to taste",4.5,135,https://www.allrecipes.com/thmb/JADMwIHrt12XQkZxEnetJ-OS7k4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5737675-a673dbe7d1cf4372b0a074be043f07a5.jpg
Rainbow Veggie Chili,https://www.allrecipes.com/recipe/90315/rainbow-veggie-chili/,"2 tablespoons olive oil ; 1  zucchini, sliced ; 1  yellow squash, sliced ; 1  red bell pepper, diced ; 1  green bell pepper, diced ; 1  fresh jalapeno pepper, diced ; 4 cloves garlic, minced ; 1  onion, chopped ; 1 (28 ounce) can crushed tomatoes, with liquid ; 1 (6 ounce) can tomato paste ; 1 (15 ounce) can black beans, drained and rinsed ; 1 (15 ounce) can whole kernel corn, drained ; 1 (15 ounce) can chili beans in spicy sauce, undrained ; 1 tablespoon chili powder ; ½ teaspoon dried oregano ; ½ teaspoon ground black pepper ; ¼ teaspoon cayenne pepper, or to taste",4.5,135,https://www.allrecipes.com/thmb/eRhFCiAm1P3W1HxZfnmCuCzZ3JI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/11083-2c36c3b2a1274a2e95d36de5fdd8bfce.jpg
